"text","favorited","favoriteCount","replyToSN","created","truncated","replyToSID","id","replyToUID","statusSource","screenName","retweetCount","isRetweet","retweeted","longitude","latitude"
"@injourneyID sungguh keren mandalika",FALSE,0,"injourneyID",2021-11-29 04:05:31,FALSE,"1464094461114269699","1465170030799167496","1401344697985949696","<a href=""https://mobile.twitter.com"" rel=""nofollow"">Twitter Web App</a>","desti_alfina",0,FALSE,FALSE,NA,NA
"@Angga3255388588 @YusronGyumir2 @OposisiCerdas ini yang lagi ngomong, manusia atau primata yang otaknya masih terbe… https://t.co/ceaTwFnsmL",FALSE,0,"Angga3255388588",2021-11-29 04:04:24,TRUE,"1465041697209925640","1465169747524263943","1258949887120388101","<a href=""https://mobile.twitter.com"" rel=""nofollow"">Twitter Web App</a>","Andi_Manik",0,FALSE,FALSE,NA,NA
"@marlina_idha Tanya jg apa wsbk mandalika bikin rakyat indo bahagia?",FALSE,2,"marlina_idha",2021-11-29 04:03:47,FALSE,"1464766489945280512","1465169594574794756","719725925215170561","<a href=""http://twitter.com/download/android"" rel=""nofollow"">Twitter for Android</a>","WF10051729",0,FALSE,FALSE,NA,NA
"@Ariniadistia29 ke Lombok ah , mandalika wkwk",FALSE,1,"Ariniadistia29",2021-11-29 04:01:00,FALSE,"1465167674602754049","1465168893442347013","1238998545308344320","<a href=""https://mobile.twitter.com"" rel=""nofollow"">Twitter Web App</a>","lifetaan",0,FALSE,FALSE,NA,NA
"RT @bangzul_ntb: Kalau ada yg bertanya lalu Pulau Sumbawa dapat apa? Tentu saja banyak lah :) nggak mungkin disebut satu2. Semua dapat seca…",FALSE,0,NA,2021-11-29 04:00:11,FALSE,NA,"1465168687950811137",NA,"<a href=""http://twitter.com/download/android"" rel=""nofollow"">Twitter for Android</a>","enjang_as",7,TRUE,FALSE,NA,NA
"RT @YRadianto: Buzzer internasional Istana makin menggila.

Speedweek menurunkan artikel yang berjudul ""Lombok: Surga baru untuk World Supe…",FALSE,0,NA,2021-11-29 03:59:55,FALSE,NA,"1465168620317646854",NA,"<a href=""http://twitter.com/download/android"" rel=""nofollow"">Twitter for Android</a>","YudhaShanny2",163,TRUE,FALSE,NA,NA
"RT @TelkomJabar: Indonesia menjadi tuan rumah pasa ajang balap motor bergengsi rider papan atas pada World Superbike (WSBK), di Sirkuit Man…",FALSE,0,NA,2021-11-29 03:57:12,FALSE,NA,"1465167936704765959",NA,"<a href=""http://twitter.com/download/android"" rel=""nofollow"">Twitter for Android</a>","astritriast",53,TRUE,FALSE,NA,NA
"RT @TelkomJabar: Indonesia menjadi tuan rumah pasa ajang balap motor bergengsi rider papan atas pada World Superbike (WSBK), di Sirkuit Man…",FALSE,0,NA,2021-11-29 03:57:04,FALSE,NA,"1465167903565639681",NA,"<a href=""http://twitter.com/download/android"" rel=""nofollow"">Twitter for Android</a>","ImanHernandez92",53,TRUE,FALSE,NA,NA
"Pemasangan Pintu Rolling Door Elektrik - Sirkuit Mandalika
<U+0001F4CD>Kabupaten Lombok Tengah, Nusa Tenggara Barat- 83573

Ca… https://t.co/mrJ3jQysbs",FALSE,0,NA,2021-11-29 03:57:01,TRUE,NA,"1465167893495091202",NA,"<a href=""https://mobile.twitter.com"" rel=""nofollow"">Twitter Web App</a>","PT_Superteknik",0,FALSE,FALSE,NA,NA
"RT @IpungLombok: Saya tanya @Gerindra dan @jokowi,  Apakah kemegahan Sirkuit Mandalika sebanding dengan kondisi jalan desa yg berlubang dan…",FALSE,0,NA,2021-11-29 03:56:35,FALSE,NA,"1465167782719340549",NA,"<a href=""http://twitter.com/#!/download/ipad"" rel=""nofollow"">Twitter for iPad</a>","hartono_mulyadi",43,TRUE,FALSE,NA,NA
"@nuedread Oleh"" Mandalika opo iki",FALSE,0,"nuedread",2021-11-29 03:55:29,FALSE,"1465159917698834434","1465167505094164487","238617866","<a href=""http://twitter.com/download/android"" rel=""nofollow"">Twitter for Android</a>","aghaarisa",0,FALSE,FALSE,NA,NA
"@BNurvia @aniesbaswedan Banjir Di Sirkuit Mandalika Pernah Dialami Sirkuit  Misano Dan Sepang
Banjir Di Sirkuit Man… https://t.co/I4JrzCrM6X",FALSE,0,"BNurvia",2021-11-29 03:54:34,TRUE,"1462425454908882947","1465167273828622336","1052725022857474049","<a href=""http://twitter.com/download/iphone"" rel=""nofollow"">Twitter for iPhone</a>","GedeSadia",0,FALSE,FALSE,NA,NA
"@nusantara_one Ketika mandalika ngadaian WSBK ..dia nya ga seheboh sekarang..ngurus Formula E..",FALSE,0,"nusantara_one",2021-11-29 03:54:12,FALSE,"1465166646973132806","1465167182971609096","1198400601517748224","<a href=""http://twitter.com/download/android"" rel=""nofollow"">Twitter for Android</a>","Aareuyan",0,FALSE,FALSE,NA,NA
"RT @IpungLombok: Saya tanya @Gerindra dan @jokowi,  Apakah kemegahan Sirkuit Mandalika sebanding dengan kondisi jalan desa yg berlubang dan…",FALSE,0,NA,2021-11-29 03:52:35,FALSE,NA,"1465166774064738304",NA,"<a href=""http://twitter.com/download/android"" rel=""nofollow"">Twitter for Android</a>","pedskiibax",43,TRUE,FALSE,NA,NA
"Sejak kapan sirkuit (khususnya mandalika) cuma buat cowo? Wkwkwkwk 
Gjls bgt warga tiktok",FALSE,0,NA,2021-11-29 03:48:34,FALSE,NA,"1465165763484872706",NA,"<a href=""http://twitter.com/download/android"" rel=""nofollow"">Twitter for Android</a>","mcflurryymatcha",0,FALSE,FALSE,NA,NA
"RT @IpungLombok: Saya tanya @Gerindra dan @jokowi,  Apakah kemegahan Sirkuit Mandalika sebanding dengan kondisi jalan desa yg berlubang dan…",FALSE,0,NA,2021-11-29 03:48:15,FALSE,NA,"1465165686733357058",NA,"<a href=""https://mobile.twitter.com"" rel=""nofollow"">Twitter Web App</a>","2ikhtiar",43,TRUE,FALSE,NA,NA
"@Fahrihamzah Drpd yg pura pura tanam Padi...
Pasang baliho... Urusin toilet... nongol di atm.. diklat ormas kpemuda… https://t.co/uFl9d36Vab",FALSE,0,"Fahrihamzah",2021-11-29 03:47:19,TRUE,"1464890103189233665","1465165449386070017","120968478","<a href=""http://twitter.com/download/android"" rel=""nofollow"">Twitter for Android</a>","arifboyolali",0,FALSE,FALSE,NA,NA
"RT @radarbangsa_com: Hore Sirkuit Pertamina Mandalika Lulus Homologasi FIM https://t.co/hhMkqt6tJZ",FALSE,0,NA,2021-11-29 03:44:48,FALSE,NA,"1465164816209747970",NA,"<a href=""http://twitter.com/download/android"" rel=""nofollow"">Twitter for Android</a>","dpwpkbsulteng",28,TRUE,FALSE,NA,NA
"RT @IDNTimesNTB: Dilakukan setelah mendapatkan izin https://t.co/fWOq3QCCOs",FALSE,0,NA,2021-11-29 03:43:32,FALSE,NA,"1465164500164771841",NA,"<a href=""https://dlvrit.com/"" rel=""nofollow"">dlvr.it</a>","idntimes",2,TRUE,FALSE,NA,NA
"Dilakukan setelah mendapatkan izin https://t.co/fWOq3QCCOs",FALSE,0,NA,2021-11-29 03:43:04,FALSE,NA,"1465164379062636557",NA,"<a href=""https://dlvrit.com/"" rel=""nofollow"">dlvr.it</a>","IDNTimesNTB",2,FALSE,FALSE,NA,NA
"RT @IpungLombok: Saya tanya @Gerindra dan @jokowi,  Apakah kemegahan Sirkuit Mandalika sebanding dengan kondisi jalan desa yg berlubang dan…",FALSE,0,NA,2021-11-29 03:41:53,FALSE,NA,"1465164081065652229",NA,"<a href=""https://mobile.twitter.com"" rel=""nofollow"">Twitter Web App</a>","itedjo6",43,TRUE,FALSE,NA,NA
"Tips anti copet kelas pro wkwk <U+0001F447> https://t.co/Cl6zUe0F7x",FALSE,0,NA,2021-11-29 03:40:33,FALSE,NA,"1465163749535354887",NA,"<a href=""http://twitter.com/download/android"" rel=""nofollow"">Twitter for Android</a>","_is_bIue",0,FALSE,FALSE,NA,NA
"RT @BobbyAndhikaX: Sekedar info buat yang masih bangga sama sirkuit Mandalika...
Ini sirkuit Sentul yang gak jauh dari Jakarta... https://t…",FALSE,0,NA,2021-11-29 03:35:16,FALSE,NA,"1465162417617338374",NA,"<a href=""http://twitter.com/download/android"" rel=""nofollow"">Twitter for Android</a>","abadrana89",8,TRUE,FALSE,NA,NA
"RT @KakekHalal: Terima kasih Pakde @jokowi https://t.co/OSvUTyRkzQ",FALSE,0,NA,2021-11-29 03:34:03,FALSE,NA,"1465162111735119876",NA,"<a href=""http://twitter.com/download/android"" rel=""nofollow"">Twitter for Android</a>","swandywidjaja06",48,TRUE,FALSE,NA,NA
"@marlina_idha Apa Faedahnya sirkuit Mandalika bagi warga Lombok",FALSE,0,"marlina_idha",2021-11-29 03:31:48,FALSE,"1464766489945280512","1465161546758119430","719725925215170561","<a href=""http://twitter.com/download/android"" rel=""nofollow"">Twitter for Android</a>","Wisnu_Ra80",0,FALSE,FALSE,NA,NA
"Berikut adalah Jadwal tes pramusim MotoGP 2022 di Indonesia yang akan berlangsung Februari mendatang.

Sirkuit Mand… https://t.co/yIOXbSL3qM",FALSE,0,NA,2021-11-29 03:30:58,TRUE,NA,"1465161334178287627",NA,"<a href=""https://about.twitter.com/products/tweetdeck"" rel=""nofollow"">TweetDeck</a>","serambinews",0,FALSE,FALSE,NA,NA
"@AbdulhadiAlkat1 @AchmadAnnama Hahah....telat datang ke mandalika pak<U+0001F604>",FALSE,1,"AbdulhadiAlkat1",2021-11-29 03:29:49,FALSE,"1465157602619236360","1465161048252551169","952377049917800449","<a href=""http://twitter.com/download/android"" rel=""nofollow"">Twitter for Android</a>","samfaqot81",0,FALSE,FALSE,NA,NA
"RT @IpungLombok: Saya tanya @Gerindra dan @jokowi,  Apakah kemegahan Sirkuit Mandalika sebanding dengan kondisi jalan desa yg berlubang dan…",FALSE,0,NA,2021-11-29 03:29:44,FALSE,NA,"1465161024630181890",NA,"<a href=""http://twitter.com/download/android"" rel=""nofollow"">Twitter for Android</a>","coekry85",43,TRUE,FALSE,NA,NA
"RT @M_Katjasungkana: @Candraasmara85 Alasan JKT blm dikenal luas, knp biaya promonya dibebankan ke penyelenggara ?  Founder formula-E bukan…",FALSE,0,NA,2021-11-29 03:27:13,FALSE,NA,"1465160391495806979",NA,"<a href=""https://mobile.twitter.com"" rel=""nofollow"">Twitter Web App</a>","ediasmawan",3,TRUE,FALSE,NA,NA
"@RAISYAELBIX1s @KPK_RI @mprgoid Nah itu lah yg jd tanda tanya besar..waktu mandalika nyantai nyantai aja dia",FALSE,1,"RAISYAELBIX1s",2021-11-29 03:26:45,FALSE,"1465160063014748161","1465160276077019137","1134604401824260096","<a href=""http://twitter.com/download/android"" rel=""nofollow"">Twitter for Android</a>","Aareuyan",0,FALSE,FALSE,NA,NA
"Kagumi Sirkuit Mandalika, Pembalap Ducati: Terima Kasih Jokowi
https://t.co/kCiDavFMu4

Vaksin Pulihkan Indonesia",FALSE,0,"TamaraSukma",2021-11-29 03:26:25,FALSE,"1465160043817418753","1465160189590474752","1240692791061000193","<a href=""http://twitter.com/download/android"" rel=""nofollow"">Twitter for Android</a>","TamaraSukma",0,FALSE,FALSE,NA,NA
"RT @mustarilukman: @Dennysiregar7 Mandalika 1.4 T. Tapi permanen bs sampe 20 tahun. FormulaE 2.3 T, jangankan sirkuit, lokasinya aja blom a…",FALSE,0,NA,2021-11-29 03:24:52,FALSE,NA,"1465159799964778497",NA,"<a href=""http://twitter.com/download/android"" rel=""nofollow"">Twitter for Android</a>","AudryRibka",5,TRUE,FALSE,NA,NA
"RT @dram214: @PigGot__ @msaid_didu Sy sih mandalika yg membuat keekonomian ntb punya masa depan cerah, Mecat Didu kaya nepuk nyamuk lah heh…",FALSE,0,NA,2021-11-29 03:22:45,FALSE,NA,"1465159267720175625",NA,"<a href=""http://twitter.com/download/android"" rel=""nofollow"">Twitter for Android</a>","dram214",2,TRUE,FALSE,NA,NA
"@PigGot__ @msaid_didu Sy sih mandalika yg membuat keekonomian ntb punya masa depan cerah, Mecat Didu kaya nepuk nya… https://t.co/lfc6nb8Cii",FALSE,3,"PigGot__",2021-11-29 03:22:38,TRUE,"1464924392815689730","1465159240398487554","1370986224618332160","<a href=""http://twitter.com/download/android"" rel=""nofollow"">Twitter for Android</a>","dram214",2,FALSE,FALSE,NA,NA
"RT @BobbyAndhikaX: Sekedar info buat yang masih bangga sama sirkuit Mandalika...
Ini sirkuit Sentul yang gak jauh dari Jakarta... https://t…",FALSE,0,NA,2021-11-29 03:22:22,FALSE,NA,"1465159173058949120",NA,"<a href=""http://twitter.com/download/android"" rel=""nofollow"">Twitter for Android</a>","lebihbaik_org",8,TRUE,FALSE,NA,NA
"RT @YRadianto: Buzzer internasional Istana makin menggila.

Speedweek menurunkan artikel yang berjudul ""Lombok: Surga baru untuk World Supe…",FALSE,0,NA,2021-11-29 03:18:43,FALSE,NA,"1465158252685975559",NA,"<a href=""http://twitter.com/download/android"" rel=""nofollow"">Twitter for Android</a>","savagemaniac7",163,TRUE,FALSE,NA,NA
"@musniumar Otak mana otak, itu si bambsoet bandingkan dgn Mandalika yang tak kau akui sedikitpun, kenapa kau amini,… https://t.co/GsQaIdDULn",FALSE,0,"musniumar",2021-11-29 03:17:59,TRUE,"1464902135426863110","1465158066668597257","114697372","<a href=""https://mobile.twitter.com"" rel=""nofollow"">Twitter Web App</a>","Desto11879838",0,FALSE,FALSE,NA,NA
"RT @jokowi: Ajang-ajang balap kelas dunia kini siap digelar di Sirkuit Mandalika, Lombok Tengah, NTB. Kemarin, saya meresmikan sirkuit sepa…",FALSE,0,NA,2021-11-29 03:15:57,FALSE,NA,"1465157557119447046",NA,"<a href=""http://twitter.com/download/android"" rel=""nofollow"">Twitter for Android</a>","lia21221",1218,TRUE,FALSE,NA,NA
"RT @DitjenPajakRI: Pembangunan kawasan Mandalika merupakan upaya pemerintah melalui program destinasi pariwisata super prioritas Indonesia…",FALSE,0,NA,2021-11-29 03:15:09,FALSE,NA,"1465157354899394561",NA,"<a href=""http://twitter.com/download/android"" rel=""nofollow"">Twitter for Android</a>","pajakpangpin",154,TRUE,FALSE,NA,NA
"RT @TelkomJabar: Indonesia menjadi tuan rumah pasa ajang balap motor bergengsi rider papan atas pada World Superbike (WSBK), di Sirkuit Man…",FALSE,0,NA,2021-11-29 03:14:25,FALSE,NA,"1465157170694000648",NA,"<a href=""http://twitter.com/download/android"" rel=""nofollow"">Twitter for Android</a>","elichadischa",53,TRUE,FALSE,NA,NA
"@Firaun_jamannow @marlina_idha Wong penduduknya kebanjiran kok diajak menonton balapan motor di mandalika...",FALSE,1,"Firaun_jamannow",2021-11-29 03:14:07,FALSE,"1464870936566394885","1465157093304901636","125884238","<a href=""http://twitter.com/download/android"" rel=""nofollow"">Twitter for Android</a>","fadhel_abd",0,FALSE,FALSE,NA,NA
"@detikcom Kalau di mandalika sirkuitnya permanen yg dapat menggerakkan perekonomian daerah, tp kalau fe sirkuitnya… https://t.co/eKFDQvsDDZ",FALSE,0,"detikcom",2021-11-29 03:10:42,TRUE,"1465122319454584837","1465156235615825930","69183155","<a href=""http://twitter.com/download/android"" rel=""nofollow"">Twitter for Android</a>","tugunkri",0,FALSE,FALSE,NA,NA
"@FerdinandHaean3 @KPK_RI Panitia dr Mandalika ga ada tuh yg audiensi ke KPK, kok yg Formula-E pengen audiensi, apa mau bagi2 fee ya",FALSE,0,"FerdinandHaean3",2021-11-29 03:08:09,FALSE,"1465116813507715074","1465155595426623491","1266163382807224320","<a href=""http://twitter.com/download/android"" rel=""nofollow"">Twitter for Android</a>","Rahmad67718633",0,FALSE,FALSE,NA,NA
"RT @KakekHalal: Terima kasih Pakde @jokowi https://t.co/OSvUTyRkzQ",FALSE,0,NA,2021-11-29 03:07:16,FALSE,NA,"1465155372906213385",NA,"<a href=""http://twitter.com/download/android"" rel=""nofollow"">Twitter for Android</a>","A899Mb",48,TRUE,FALSE,NA,NA
"RT @Candraasmara85: Masa sih? Ini membangun lho! La wong Anis baru fee aja udah 1 T..? Ah, ternyata sgala sesuatu klo ga ada korupsinya jad…",FALSE,0,NA,2021-11-29 03:05:20,FALSE,NA,"1465154884257271808",NA,"<a href=""http://twitter.com/download/android"" rel=""nofollow"">Twitter for Android</a>","Lorens92670969",259,TRUE,FALSE,NA,NA
"RT @kangdede78: Yha<U+0001F44D><U+0001F3FB>

Media Asing Sebut Sirkuit Mandalika Surga Baru Dunia WSBK https://t.co/Zkz7u73g1W",FALSE,0,NA,2021-11-29 03:05:11,FALSE,NA,"1465154848702156805",NA,"<a href=""http://twitter.com/download/android"" rel=""nofollow"">Twitter for Android</a>","dram214",123,TRUE,FALSE,NA,NA
"RT @IpungLombok: Saya tanya @Gerindra dan @jokowi,  Apakah kemegahan Sirkuit Mandalika sebanding dengan kondisi jalan desa yg berlubang dan…",FALSE,0,NA,2021-11-29 03:04:45,FALSE,NA,"1465154739469836298",NA,"<a href=""https://mobile.twitter.com"" rel=""nofollow"">Twitter Web App</a>","RudySt6",43,TRUE,FALSE,NA,NA
"RT @KompasTV: 4 Fakta Komplotan Copet di Mandalika, Pernah Raup Rp200 Juta di Makau https://t.co/tqtPXDS6fu https://t.co/0CiohGonIr",FALSE,0,NA,2021-11-29 03:02:45,FALSE,NA,"1465154233183969285",NA,"<a href=""http://twitter.com/download/android"" rel=""nofollow"">Twitter for Android</a>","Jangkri83999701",3,TRUE,FALSE,NA,NA
"RT @IpungLombok: Saya tanya @Gerindra dan @jokowi,  Apakah kemegahan Sirkuit Mandalika sebanding dengan kondisi jalan desa yg berlubang dan…",FALSE,0,NA,2021-11-29 03:02:41,FALSE,NA,"1465154216205303819",NA,"<a href=""http://twitter.com/download/android"" rel=""nofollow"">Twitter for Android</a>","Belangtiga",43,TRUE,FALSE,NA,NA
"Homologasi MotoGP 2022, Sirkuit Mandalika akan Ditambah ’’Air Fence’’ https://t.co/nTB0mcdnh5",FALSE,0,NA,2021-11-29 03:00:40,FALSE,NA,"1465153711114620929",NA,"<a href=""https://mobile.twitter.com"" rel=""nofollow"">Twitter Web App</a>","suarantbcom",0,FALSE,FALSE,NA,NA
"RT @M_Katjasungkana: @Candraasmara85 Alasan JKT blm dikenal luas, knp biaya promonya dibebankan ke penyelenggara ?  Founder formula-E bukan…",FALSE,0,NA,2021-11-29 03:00:17,FALSE,NA,"1465153615383826432",NA,"<a href=""http://twitter.com/download/android"" rel=""nofollow"">Twitter for Android</a>","Candraasmara85",3,TRUE,FALSE,NA,NA
"RT @Dennysiregar7: Selamat mengaspal di sirkuit Mandalika pak Presiden.

Tapi ada yang kegampar tuh karena sirkuitnya masih ghoib di Jakart…",FALSE,0,NA,2021-11-29 02:59:37,FALSE,NA,"1465153446412099585",NA,"<a href=""http://twitter.com/download/android"" rel=""nofollow"">Twitter for Android</a>","AudryRibka",486,TRUE,FALSE,NA,NA
"RT @YRadianto: Buzzer internasional Istana makin menggila.

Speedweek menurunkan artikel yang berjudul ""Lombok: Surga baru untuk World Supe…",FALSE,0,NA,2021-11-29 02:59:26,FALSE,NA,"1465153400283095044",NA,"<a href=""http://twitter.com/download/iphone"" rel=""nofollow"">Twitter for iPhone</a>","GedeSadia",163,TRUE,FALSE,NA,NA
"4 Fakta Komplotan Copet di Mandalika, Pernah Raup Rp200 Juta di Makau https://t.co/tqtPXDS6fu https://t.co/0CiohGonIr",FALSE,34,NA,2021-11-29 02:59:03,FALSE,NA,"1465153304174870530",NA,"<a href=""https://dlvrit.com/"" rel=""nofollow"">dlvr.it</a>","KompasTV",3,FALSE,FALSE,NA,NA
"@Candraasmara85 Alasan JKT blm dikenal luas, knp biaya promonya dibebankan ke penyelenggara ?  Founder formula-E bu… https://t.co/7rgM1yv4di",FALSE,6,"Candraasmara85",2021-11-29 02:59:02,TRUE,"1465150780353044483","1465153299082973184","856022497031897088","<a href=""http://twitter.com/download/android"" rel=""nofollow"">Twitter for Android</a>","M_Katjasungkana",3,FALSE,FALSE,NA,NA
"@bertanyarl mandalika",FALSE,0,"bertanyarl",2021-11-29 02:58:41,FALSE,"1464891820039540739","1465153211493281800","740913957293068289","<a href=""https://mobile.twitter.com"" rel=""nofollow"">Twitter Web App</a>","lippeach",0,FALSE,FALSE,NA,NA
"RT @IpungLombok: Saya tanya @Gerindra dan @jokowi,  Apakah kemegahan Sirkuit Mandalika sebanding dengan kondisi jalan desa yg berlubang dan…",FALSE,0,NA,2021-11-29 02:55:50,FALSE,NA,"1465152495907328000",NA,"<a href=""http://twitter.com/download/android"" rel=""nofollow"">Twitter for Android</a>","WF10051729",43,TRUE,FALSE,NA,NA
"RT @YRadianto: Buzzer internasional Istana makin menggila.

Speedweek menurunkan artikel yang berjudul ""Lombok: Surga baru untuk World Supe…",FALSE,0,NA,2021-11-29 02:55:03,FALSE,NA,"1465152297529266180",NA,"<a href=""http://twitter.com/download/android"" rel=""nofollow"">Twitter for Android</a>","DethanVic",163,TRUE,FALSE,NA,NA
"Mantapkan Persiapan MotoGP Mandalika 2022, Benahi Infrastruktur Pendukung dan Perluas Dampak Ekonomi https://t.co/t8wxxrd6ch",FALSE,0,NA,2021-11-29 02:53:40,FALSE,NA,"1465151950622638084",NA,"<a href=""https://mobile.twitter.com"" rel=""nofollow"">Twitter Web App</a>","suarantbcom",0,FALSE,FALSE,NA,NA
"RT @IpungLombok: Saya tanya @Gerindra dan @jokowi,  Apakah kemegahan Sirkuit Mandalika sebanding dengan kondisi jalan desa yg berlubang dan…",FALSE,0,NA,2021-11-29 02:52:55,FALSE,NA,"1465151761463721986",NA,"<a href=""http://twitter.com/download/android"" rel=""nofollow"">Twitter for Android</a>","PrezindentFake",43,TRUE,FALSE,NA,NA
"RT @KuKantor: @bangzul_ntb Mohon maaf Gub ...semoga fasilitas luar sirkuit #Mandalika  , berharap dibuatkan trotoar dan taman dan diseberan…",FALSE,0,NA,2021-11-29 02:51:05,FALSE,NA,"1465151298307649536",NA,"<a href=""http://twitter.com/download/android"" rel=""nofollow"">Twitter for Android</a>","Mi73Hel",2,TRUE,FALSE,NA,NA
"RT @Penyuka_ombak: Sirkuit Mandalika dipikirkan, dirancang, di bangun dan jadi barang itu,
Jokowi.

Venue FormulaE, di pikirkan, dihabisin…",FALSE,0,NA,2021-11-29 02:50:46,FALSE,NA,"1465151220369145858",NA,"<a href=""http://twitter.com/download/android"" rel=""nofollow"">Twitter for Android</a>","wiwinwajhudi",79,TRUE,FALSE,NA,NA
"@aniesbaswedan @Persija_Jkt Baru segini aja sdh kayak Superman <U+0001F606><U+0001F606>,,, gmn kalo sekelas Mandalika,,,introspeksi diri lah,,,, malu<U+0001F602><U+0001F602><U+0001F602>",FALSE,0,"aniesbaswedan",2021-11-29 02:50:45,FALSE,"1464841663679848453","1465151212911616006","110312278","<a href=""http://twitter.com/download/android"" rel=""nofollow"">Twitter for Android</a>","NataMankku",0,FALSE,FALSE,NA,NA
"RT @BobbyAndhikaX: Sekedar info buat yang masih bangga sama sirkuit Mandalika...
Ini sirkuit Sentul yang gak jauh dari Jakarta... https://t…",FALSE,0,NA,2021-11-29 02:50:31,FALSE,NA,"1465151154682163202",NA,"<a href=""http://twitter.com/download/android"" rel=""nofollow"">Twitter for Android</a>","bigben_andalas",8,TRUE,FALSE,NA,NA
"RT @corsa_mc: Sirkuit Mandalika  siap beraksi! 

Panjang sirkuit ini 4,31 km &amp; merupakan sirkuit jalanan untuk balap motor pertama di dunia…",FALSE,0,NA,2021-11-29 02:49:07,FALSE,NA,"1465150803484704773",NA,"<a href=""http://twitter.com/download/android"" rel=""nofollow"">Twitter for Android</a>","haefaazhar",1,TRUE,FALSE,NA,NA
"RT @corsa_mc: Bang Rocas lagi jalan-jalan nih ke Mandalika sambil nonton balapan. Siapa nih yang lagi ada di sini? Absen dong!

#Mandalika…",FALSE,0,NA,2021-11-29 02:49:04,FALSE,NA,"1465150791191183365",NA,"<a href=""http://twitter.com/download/android"" rel=""nofollow"">Twitter for Android</a>","haefaazhar",1,TRUE,FALSE,NA,NA
"@KakekHalal Kagumi Sirkuit Mandalika, Pembalap Ducati: Terima Kasih Jokowi
https://t.co/oaGPu3WKoA
Vaksin Pulihkan Indonesia",FALSE,3,"KakekHalal",2021-11-29 02:49:02,FALSE,"1464960100548808706","1465150783016431618","821859629034409985","<a href=""http://twitter.com/download/android"" rel=""nofollow"">Twitter for Android</a>","Dina20366",0,FALSE,FALSE,NA,NA
"RT @SusterNgst: @musniumar Sirkuit Mandalika tak pernah di ekspos kelompokmu Mus yg ada mlah presiden dapat cibiran dan hoax,itu juga sudah…",FALSE,0,NA,2021-11-29 02:48:04,FALSE,NA,"1465150541361725445",NA,"<a href=""http://twitter.com/download/android"" rel=""nofollow"">Twitter for Android</a>","Bungaungusekali",3,TRUE,FALSE,NA,NA
"RT @IpungLombok: Saya tanya @Gerindra dan @jokowi,  Apakah kemegahan Sirkuit Mandalika sebanding dengan kondisi jalan desa yg berlubang dan…",FALSE,0,NA,2021-11-29 02:46:52,FALSE,NA,"1465150238751014922",NA,"<a href=""http://twitter.com/download/android"" rel=""nofollow"">Twitter for Android</a>","paa_piiyoo",43,TRUE,FALSE,NA,NA
"RT @IpungLombok: Saya tanya @Gerindra dan @jokowi,  Apakah kemegahan Sirkuit Mandalika sebanding dengan kondisi jalan desa yg berlubang dan…",FALSE,0,NA,2021-11-29 02:46:14,FALSE,NA,"1465150078687928324",NA,"<a href=""http://twitter.com/download/iphone"" rel=""nofollow"">Twitter for iPhone</a>","demokrasibodong",43,TRUE,FALSE,NA,NA
"@marlina_idha Warga DKI akan bahagia jika formula E berakhir lebih baik dari Mandalika.",FALSE,0,"marlina_idha",2021-11-29 02:45:46,FALSE,"1464766489945280512","1465149959192268805","719725925215170561","<a href=""https://mobile.twitter.com"" rel=""nofollow"">Twitter Web App</a>","babangdewa1",0,FALSE,FALSE,NA,NA
"RT @YRadianto: Apapun ocehan orang, cita² Jokowi menciptakan 10 ""Bali Baru"" langsung terasa di Mandalika. 

Lalu Mauluddin, salah satu pemi…",FALSE,0,NA,2021-11-29 02:44:32,FALSE,NA,"1465149652051787777",NA,"<a href=""http://twitter.com/download/android"" rel=""nofollow"">Twitter for Android</a>","savagemaniac7",7,TRUE,FALSE,NA,NA
"RT @IpungLombok: Saya tanya @Gerindra dan @jokowi,  Apakah kemegahan Sirkuit Mandalika sebanding dengan kondisi jalan desa yg berlubang dan…",FALSE,0,NA,2021-11-29 02:43:52,FALSE,NA,"1465149483801452545",NA,"<a href=""http://twitter.com/download/android"" rel=""nofollow"">Twitter for Android</a>","Ochi_Queen09_2",43,TRUE,FALSE,NA,NA
"RT @kangdede78: Yha<U+0001F44D><U+0001F3FB>

Media Asing Sebut Sirkuit Mandalika Surga Baru Dunia WSBK https://t.co/Zkz7u73g1W",FALSE,0,NA,2021-11-29 02:43:04,FALSE,NA,"1465149279798919170",NA,"<a href=""http://twitter.com/download/android"" rel=""nofollow"">Twitter for Android</a>","Jayen80837002",123,TRUE,FALSE,NA,NA
"Kagumi Sirkuit Mandalika, Pembalap Ducati: Terima Kasih Jokowi
============
Vaksin Pulihkan Indonesia
https://t.co/4OfIRbMZnN",FALSE,0,NA,2021-11-29 02:38:40,FALSE,NA,"1465148174641684488",NA,"<a href=""https://mobile.twitter.com"" rel=""nofollow"">Twitter Web App</a>","meratapbintang",0,FALSE,FALSE,NA,NA
"RT @IpungLombok: Saya tanya @Gerindra dan @jokowi,  Apakah kemegahan Sirkuit Mandalika sebanding dengan kondisi jalan desa yg berlubang dan…",FALSE,0,NA,2021-11-29 02:36:38,FALSE,NA,"1465147660453625857",NA,"<a href=""http://twitter.com/download/android"" rel=""nofollow"">Twitter for Android</a>","DaengMarowa",43,TRUE,FALSE,NA,NA
